Date,Open,High,Low,Close,Adj Close,Volume
2019-10-29,3035.389893,3047.870117,3034.810059,3036.889893,3036.889893,3589930000
2019-10-30,3039.739990,3050.100098,3025.959961,3046.770020,3046.770020,3776030000
2019-10-31,3046.899902,3046.899902,3023.189941,3037.560059,3037.560059,429496729500
2019-11-01,3050.719971,3066.949951,3050.719971,3066.909912,3066.909912,1950717139
